aal ale
nachgebildet cloned
nachgedacht meditated
nachgegeben relented
nachgeladene downloaded
nachgelassen slackened
nachgemacht counterfeit
nachher afterwards
nachkomme descendant
nachkommen descendants
nachlaessig neglectful
nachlaessigkeit negligence
nachlaessigkeiten negligences
nachlass bequest
nachlassen fade
nachlassend slackening
nachmachend counterfeiting
nachmittag afternoon
nachmittags pm
nachname surname
nachnamen surnames
nachricht news
nachrichten newscast
nachschleppen drag
nachsicht charities
nachsichtig indulgent
nacht night
nachteil disadvantage
nachteile disadvantages
nachteinbruch nightfall
nachthemd nighties
nachtigall nightingale
nachtigallen nightingales
nachtisch dessert
nachtmuetze nightcap
nachtmuetzen nightcaps
nachtwache vigil
nachtwachen vigils
nachwirkung aftermath
nachwirkungen aftermathes
nachwort epilogue
nacken neck
nackt bare
nacktheit nakedness
nadel needle
nadelbaeume conifers
nadelbaum conifer
nadeln needles
naechste nearest
naechstes next
naechte nights
naechtlich nightly
naegel nails
naehe nearness
naehen stitch
naehend needling
naeher nearer
naeherin seamstress
naeherinnen seamstresses
naehern approach
naehernd approaching
naehert approaches
naehmaschine sewing-machine
naehren nourish
naehrend nourishing
naehrmittel nutriments
naehrt nourishes
naeht stitches
naerrisch foolish
nagel nail
nagelneu brand-new
nagen gnaw
nagend gnawing
nagetiere rodents
nagt gnaws
nahe near
nahezu nearly
nahm took
nahrhaft nutritious
nahrung nourishment
naht seam
naiv naive
name name
namen names
namenlos nameless
namens behalf
namensvetter namesake
namensvettern namesakes
namentlich namely
namentliche nominal
namhaft well-known
narbe scar
narben scars
narbig scarred
narkose narcosis
narkotisierend narcotic
narr fool
narzisse daffodil
narzissen daffodils
nasal nasal
nase nose
nasen noses
nasenloch nostril
nasenloecher nostrils
nasenstueber fillip
nass wet
nasser wetter
nation nation
national nationally
nationale national
nationalitaet nationality
nationalitaetbezogene nationalized
nationalitaeten nationalities
natter viper
nattern vipers
natuerlich naturally
natuerlicher naturallier
natuerlichkeit naturalness
natuerlichkeiten naturalnesses
natuerlichste naturalliest
natur nature
naturalist naturalist
naturalisten naturalists
nautisch nautical
navigation navigation
nebel fog
neben beside
neben- auxiliary
nebeneinander abreast
nebeneinkuenfte perquisites
nebengebaeude outbuilding
nebenhandlung underplot
nebenhandlungen underplots
nebensaechlich negligible
neblig foggy
nebligste foggiest
necken banter
neckend bantering
neckt banters
neffe nephew
neffen nephews
negativ negative
neger blackamoors
negerin negress
negerinnen negresses
nehmen keep
nehmend catching
neid envy
neidisch envious
neigend slanting
neigt slants
neigung aptitude
neigungen aptitudes
nein no
neopren neoprene
neppend vamping
neppt vamps
nerv nerve
nerven nerve
nervend nerving
nervoes jumpily
nervositaet flurry
nervositaeten nervousnesses
nervt nerves
nervte nerved
nerz mink
nerze minks
nessel nettle
nesseln nettles
nest nest
nett neat
netter jollier
netteste jolliest
nettigkeit neatness
netz net
netze nets
netzwerke networks
neu afresh
neu- re
neuanpassung readjustment
neuanpassungen readjustments
neuartig innovative
neubooten rebooting
neudefinition redefinition
neuerdings latterly
neuerung denouement
neuerungen innovations
neuformatieren reformat
neugierde curiosity
neugierig curious
neugierigste nosiest
neuheit novelty
neuheiten novelties
neuigkeiten news
neuinstallation reinstalling
neuinstallieren reinstall
neulich recently
neuling greenhorn
neulinge novices
neun nine
neunte ninth
neuntens ninthly
neunzehn nineteen
neunzig ninety
neurose neurosis
neustarten restart
neuste newest
neutral neutral
neutralisieren neutralize
neutralisierend neutralizing
neutralisiert neutralized
neutralitaet neutrality
neutrum neuter
nicht non
nichtachtung disrespect
nichte niece
nichten nieces
nichtgewerblich noncommercial
nichtigkeit nullity
nichtigkeiten nullities
nichtraucher nonsmoker
nichts nothing
nichtsdestoweniger nevertheless
nichtsein nonentities
nichtssagend unmeaning
nichtssein nonentity
nickel nickel
nie never
niedergemetzelt massacred
niederlage defeat
niederlagen discomfitures
niedermetzelnd massacring
niederschlagen condense
niedrig low
niedrigerer lower
niemals never
niemand nobody
niesen sneeze
niesend sneezing
niest sneezes
nimmt cashes
nippel nipple
nippen sip
nippend sipping
nippt sips
nirgends nowhere
nische alcove
nischen alcoves
nisten nestle
nistend nestling
nistet nestles
niveau level
nixe mermaid
nixen mermaids
noch nor
nocken cam
nockenwelle camshaft
noerdlich northerly
noergeln nag
noergelnd nagging
noergelt nags
noete hardships
noetig neccessary
nonnenkloster nunneries
nord north
norden north
normal normal
normalerweise normally
normalisieren normalize
normalisierend normalizing
normalisiert normalizes
normalisierte normalized
norwaerts northwards
norwegisch norwegian
not hardship
not- emergency
notar notary
notare notaries
notbefelf makeshift
notbehelfe makeshifts
notierend noting
notiert noted
notierte noticed
notizblaetter notepads
notizblatt notepad
notizbuch note-book
notizbuecher notebooks
notizen notices
notizpapier notepaper
notlager shakedown
notwendig necessary
notwendigerweise necessarily
notwendigkeit necessary
notwendigkeiten necessities
november november
nudel noodle
nudeln noodles
nuechtern jejune
nuechternheit soberness
nuesse nuts
nuetzen utilize
nuetzend profitting
nuetzende benefiting
nuetzlich beneficial
nuetzlichkeit usefulness
nuetzt benefits
null null
nullast no-load
numerisch numeric
numerische numerical
nummer number
nummerierend numbering
nummeriert numbered
nummerierung numeration
nummerierungen numerations
nummern numbers
nun now
nur only
nuss nut
nussig nuttily
nussknacker nutcracker
nussschale nutshell
nussschalen nutshells
nut groove
nutte slut
nutten sluts
nutzanwendungen utilizations
nutzbarkeit usability
nutzbarmachung utilization
nutzen utilize
nutzlast payload
nutzlos needless
o-Ring o-seal
oK okay
oTL otl
oase oasis
oasen oases
ob if
oben above
oberbegriff genus
oberer superior
oberfaechen surfaces
oberflaeche surface
oberflaechlich superficial
obergrenze ceiling
oberhalb above
oberleitungsfahrzeug trolleys
oberlicht skylight
oberteil entablature
obgleich although
objekte objects
obliegend incumbent
obligation bond
obst fruit
obstgarten orchard
obstkuchen fruitcakes
obszoen obscene
obwohl although
ochse bullock
ochsen oxen
ochsenschwanz oxtail
oder or
oede bleak
oefen ovens
oeffentlich public
oeffnen unclose
oeffnend opening
oeffner opener
oeffnet opens
oeffnung aperture
oeffnungen apertures
oel oil
oelig oilily
oelkanal oilway
oertlich local
oertlichkeit locality
oertlichkeiten localities
oestlich eastern
ofen oven
offen candidly
offenbar manifest
offenbaren reveal
offenbarend manifesting
offenbart disclosed
offenbarte manifested
offenbarung disclosure
offenbarungen revelations
offengelegt unfolded
offenheit frankness
offenlegen unfold
offenlegend unfolding
offensichtlich evident
offiziell offical
oft frequently
oh, ohm
ohantome phantoms
ohm ohms
ohne devoid
ohnmacht swoon
ohr ear
oktober oct
olive olive
oliven olives
oma granny
onkel uncle
oper opera
operand operand
operanden operands
opern operas
opfer sacrifice
opfernd sacrificing
opfert sacrifices
optiker optician
optimal optimum
optimieren optimalize
optimierend optimizing
optimierer optimizer
optimiert optimized
optimierung optimization
optimierungen optimizations
optimismus optimism
optimistisch optimistic
optimum optimum
optional optionally
optionen options
optisch optical
orange orange
orchidee orchid
orden medal
ordentlich fair
ordernd ordering
ordnen tabulate
ordnend tabulating
ordner formatters
ordnet tabulates
ordnungs- ordinal
organisation organization
organisationen organizations
organisatorisch organizational
organisch organic
organisieren organize
organisierend organizing
organisiert organized
orgel organ
orgeln organs
orgie orgy
orgien orgies
orientieren orientate
orientierend orientating
orientiert orientates
orientierte orientated
orientierung orientation
original orginal
originalitaet originality
originell originally
ort place
osten east
ostern easter
oszilator oscillator
otter otter
ottern otters
outzend furbishing
oval oval
ovale ovals
overlay overlay
oxydation oxidation
ozean ocean
ozon ozone
pGDN pgdn
pGUP pgup
paar couple
paare pairs
pachtzins rent
packen grapple
packend grappling
packer packer
packt grapples
packte grasped
packungen packages
paddelboot canoe
paddelboote canoes
paechter tenant
paesse passports
paffen whiff
paffend whiffing
pafft whiffs
paket parcel
pakete packets
paketieren packet
palette pallete
paletten palettes
pampelmuse grapefruit
panisch panic
panne break-down
panther panther
pantoffel clog
pantoffeln clogs
papagei parrot
papageien parrots
papier paper
papiere papers
papierstau jam
pappa dad
pappe pasteboard
paradies paradise
paradiese paradises
paragraphen paragraphs
parallel parallel
parameter parameter
parfuem perfume
parfuemierend perfuming
parfuemierte perfumed
parfuems perfumes
paritaet parity
park park
parkend parking
parkt parks
partie party
partner mate
partnerschaft partnership
pascal pascal
pass passport
passage passage
passagen passages
passagier passenger
passagiere passengers
passend aptly
passfeder key
passiert passes
passiv passive
passstueck adaptor
passt suits
passung fit
passwoerter passwords
passwort password
pasten pastes
pasteten pastries
patenkind godchild
patentloesungen nostrums
patin godmother
patrone cartridge
pause pause
pausen recesses
pausierend pausing
pausiert paused
pavian baboon
paviane baboons
pedantisch pedanticly
peinlich painful
peitsche lash
peitschen flog
peitschend flogging
peitscht flogs
pelikan pelican
pelikane pelicans
pelz fur
pelze furs
pelzjaeger trapper
pendelnd shuttling
penibel squeamish
pensionaer pensionary
pensionaere pensionaries
perfekt perfect
perforation perforation
perforationen perforations
pergament parchment
periode period
perioden cycles
periodisch periodic
periskop periscope
perle bead
perlen beads
perlmutt nacre
peroenlichkeiten identities
persoenlich personal
persoenlichkeit personality
persoenlichkeiten personalities
person person
personal staff
personen persons
perspektiven perspectives
peruecke periwig
peruecken periwigs
perversitaet perversity
petersilie parsley
pfad path
pfade paths
pfadfinder scout
pfadname pathname
pfadnamen pathnames
pfand mortgage
pfanne pan
pfannen pans
pfannkuchen pancakes
pfarrer parson
pfeffer pepper
pfefferminz peppermint
pfeglinge nurselings
pfeifen whistle
pfeifend whistling
pfeifer piper
pfeift whistles
pfeil arrow
pfeile arrows
pfennig penny
pferd horse
pferde horses
pfingsten pentecost
pfirsich peach
pfirsiche peaches
pflanze plant
pflanzen plant
pflanzend implanting
pflanzt implants
pflanzung plantation
pflanzungen plantations
pflaster plaster
pflastern pave
pflasternd paving
pflastert paves
pflaume plum
pflaumen plums
pflaumenmus plum-jam
pflege nurture
pflegen cherish
pflegend cherishing
pfleglinge nurslings
pflegt cherishes
pflicht duty
pflichten duties
pflichtgemaess obligatorily
pfluegen plow
pfluegt ploughs
pflug plough
pfoertner ushers
pfote paw
pfoten paws
pfuetze puddle
pfuetzen puddles
pfui! fie
pfund pound
pfuschen fudge
pfuschend fudging
pfuscht fudges
phantasie fancy
phantasien fancies
phantasten visionaries
phantastisch fanciful
phantom phantom
phase phase
phasen phases
philosophie philosophy
philosophien philosophies
philosophieren philosophize
philosophierend philosophizing
philosophiert philosophizes
philosophierte philosophized
phonetisch phonetical
phosphor phosphor
photo photo
photograf photograph
photografien photos
photographierend photographing
photokopie photocopy
phrasen phrases
physik physics
physikalisch physically
physiker physicist
physisch physical
pica pica
picnic picnic
pilger pilgrim
pille pill
pillen pills
pilot pilot
piloten pilots
pilz mushroom
pinguin penguin
pinguine penguins
pins pins
pinzette tweezers
pirat pirate
pistole pistol
pistolen pistols
pistolentasche holster
pistolentaschen holsters
pixel pixel
plaedieren plead
plaedierend pleading
plaedierte pleaded
plaetzchen cookies
plaetze sites
plagend bothering
plakat poster
plan blueprint
planend planning
planer planner
planschen swash
plantschend swashing
plantscht swashes
plappern chatter
plappernd chattering
plappert chatters
platin platinum
platschen plash
platschend plashing
platscht plashes
platte plate
platten platters
platz place
platzanweiserin usherette
platzen burst
platzend bursting
platzierung placement
platzt bursts
plauderei confabulation
plaudern chat
plaudernd nattering
plaudert natters
plaudertasche chatterbox
plazierend placing
plaziert placed
plexiglas perspex
ploetzlich abrupt
ploetzliche sudden
plotter plotters
pluederung pillage
pluendern harry
pluendernd harrying
pluendert harries
pluenderung depredation
pluenderungen depredations
pluesch plush
plump clownish
plumpsen bump
plus plus
pocken smallpox
poebel mob
poet poet
pokal goblet
pokale goblets
polemisch polemic
politik politics
politisch political
politur polish
polizei police
polizist bobby
polizisten bobbies
polsternd padding
populaer popular
poroes porous
portier janitor
portiers janitors
portion serving
portionen servings
porto postage
portrait portrait
portraits portraits
ports ports
porzellan porcelain
posaune trombone
posaunen trombones
position position
positionen positions
positionierend positioning
positioniert positioned
positiv positively
post mailing
postalisch postal
poster poster
postkarte postcard
postkarten postcards
postkasten mailbox
potpourri medly
potpourries medlies
pracht magnificence
praechtig gorgeous
praegend minting
praegt mints
praemie bonus
praemien premiums
praesent present
praesentation presentation
praesentiert presents
praesident president
praezedenzfall precedent
praezision precision
prahlen boast
prahlend boasting
prahlerisch vainglorious
prahlt boasts
praktiken practices
praktisch practical
praktizierend practising
praktiziert practises
praktizierte practised
prall plump
pranger pillory
praxis practice
prediger preacher
predigt sermon
predigten sermons
preis fee
preise prices
preisgestaltung pricing
preisliste price-list
preislos priceless
preisrichter jury
preisselbeeren cranberries
preiswert inexpensive
presse press
pressen huddle
pressend huddling
presst huddles
